Date,Open,High,Low,Close,Volume,Log_Return
2005-01-01 00:00:00-05:00,1211.9200439453125,1217.800048828125,1182.1600341796875,1186.18994140625,8017700000,
2005-01-08 00:00:00-05:00,1186.18994140625,1194.780029296875,1175.6400146484375,1184.52001953125,7387000000,-0.0014087949843777697
2005-01-15 00:00:00-05:00,1184.52001953125,1195.97998046875,1167.8199462890625,1167.8699951171875,6431000000,-0.014156073063646505
2005-01-22 00:00:00-05:00,1167.8699951171875,1177.5,1163.75,1171.3599853515625,7983300000,0.002983881749940044
2005-01-29 00:00:00-05:00,1171.3599853515625,1203.469970703125,1171.3599853515625,1203.030029296875,8126140000,0.02667794427933628
2005-02-05 00:00:00-05:00,1203.030029296875,1208.3800048828125,1191.5400390625,1205.300048828125,7328450000,0.0018851404333039296
2005-02-12 00:00:00-05:00,1205.300048828125,1212.43994140625,1197.3499755859375,1201.5899658203125,7438680000,-0.003082887812637066
2005-02-19 00:00:00-05:00,1201.5899658203125,1212.1500244140625,1184.1600341796875,1211.3699951171875,6288460000,0.008106295181520137
2005-02-26 00:00:00-05:00,1211.3699951171875,1224.760009765625,1198.1300048828125,1222.1199951171875,8325140000,0.008835105113213662
2005-03-05 00:00:00-05:00,1222.1199951171875,1229.1099853515625,1198.1500244140625,1200.0799560546875,7770730000,-0.018198866985591915
2005-03-12 00:00:00-05:00,1200.0799560546875,1210.5400390625,1182.780029296875,1189.6500244140625,8530450000,-0.008729017882488832
2005-03-19 00:00:00-05:00,1189.6500244140625,1189.6500244140625,1168.699951171875,1171.4200439453125,7902500000,-0.015442441107837395
2005-03-26 00:00:00-05:00,1171.4200439453125,1189.800048828125,1163.68994140625,1172.9200439453125,10449500000,0.0012796779890810277
2005-04-02 00:00:00-05:00,1172.7900390625,1191.8800048828125,1167.719970703125,1181.199951171875,9309920000,0.007034425931301594
2005-04-09 00:00:00-04:00,1181.199951171875,1190.1700439453125,1141.9200439453125,1142.6199951171875,10599880000,-0.03320696272982966
2005-04-16 00:00:00-04:00,1142.6199951171875,1159.949951171875,1136.1500244140625,1152.1199951171875,10894860000,0.008279852457213244
2005-04-23 00:00:00-04:00,1152.1199951171875,1164.800048828125,1139.18994140625,1156.8499755859375,10450920000,0.004097053790355673
2005-04-30 00:00:00-04:00,1156.8499755859375,1178.6199951171875,1154.7099609375,1171.3499755859375,10157840000,0.01245613588434531
2005-05-07 00:00:00-04:00,1171.3499755859375,1178.8699951171875,1146.1800537109375,1154.050048828125,9765530000,-0.014879371938130811
2005-05-14 00:00:00-04:00,1154.050048828125,1191.219970703125,1153.6400146484375,1189.280029296875,9418050000,0.030070569615118586
2005-05-21 00:00:00-04:00,1189.280029296875,1199.56005859375,1185.9599609375,1198.780029296875,8139890000,0.007956290781120888
2005-05-28 00:00:00-04:00,1198.780029296875,1205.6400146484375,1191.030029296875,1196.02001953125,7092090000,-0.002305003283242016
